   00071.581078,     000013.1352,0013.1047092,  43.57616,     00069.201
    00000027.094,    00094.981427,   0000081.708,  0027.502,      012.57998619
   00000049.839,   42.9669634,      11.36085884,   18.568514,     74.671491
 031.2215,25.68516599,     027.1495,      73.40878,     00000034.924
    00000057.756, 31.93502,000005.13194,  7.852424748,  032.1346262
  0062.5214,  0000074.907,  7.084285077,00015.324,092.86707527
   0052.92003,    00065.058129,   0000011.1177,  79.83874976,      0000029.1873
      59.7880362,   0000086.695,    0046.0387,     69.49281727,0037.69174
0092.12667,    0089.652,0000072.2498, 23.68821,    00040.34013
    043.7344231,     00044.009,   088.90352103,00009.45193,    00019.59781
  022.3252, 075.119363, 058.965441,    0061.5437,      027.436407
 24.42077196,5.173385264,   37.4237671,     0052.304,      49.94691176
      00000072.2,  64.595791,    36.4722163, 0041.022, 27.479448
  084.664585,0000049.63, 057.9976,    023.285801,0018.70875
   000016.3721, 0038.40054,034.5257806,   71.6045039, 00000038.649
000028.57956,      085.9002178,    57.236445,    6.184291881,      092.454183
  00032.4002,  027.29668374,      0003.796139,    0000064.0227, 0088.8858
00032.22506,  000099.98139,     70.956997,0005.971463,     0085.334155
    70.42318, 00074.27674,0064.6479142,      3.15489858,    00078.0455
32.629462, 60.3217599,     079.06887422,0000062.9964, 00074.684
 0069.0145,    89.91323607,0012.8396,0004.0241,    0000046.3652
      00006.53912,      026.3308,29.25107421,      00051.7956, 00076.486931
 0000079.641,     82.48619971,    0089.46904,098.3205,   00082.36639
  0048.7405,  0090.322,  00017.258039,    00037.116975, 018.537348
  0013.1623795,     42.78365,     00010.8473,   000026.9519,  006.36118
   027.428525,     079.4293694,   0083.273639,     067.995625, 00085.2076
000059.70642,   048.841794,     70.0275234,    012.02469809,    000002.9217
  00040.697543,58.21914,     0007.30116,2.722896851,0090.37493
      0097.745286, 00080.8897, 65.705655,    0044.7736,     00095.3637
   0059.4396406,    000035.46633,0076.114, 22.50302576, 0000079.333
   47.766643,     00037.62281,   53.336411,  048.163093,    41.25279
    0000078.8761,    36.38814283,     058.75452,     87.98047,     017.9495
 000051.2324,      93.4545596,      63.3076636,   078.3937,40.50869
      81.5180588,  51.62008663, 000004.50019,    58.335847,     33.85530105
  94.34691855,    000090.7003,      27.9160021,     00086.812,   88.14418028
    0000055.6508,     062.0227, 0036.1063, 0046.2528812,   92.374069
   0000062.204,      00015.658,   00000090.468,     0000012.9322,    0000018.3781
 0015.8048, 0054.000504, 096.1817003,  00085.744,     23.5168811
  0017.394,     69.9286295,    0000087.048,    0000039.7748,      00035.061599
 00066.6788, 43.24678357,089.0108, 82.6727023,   00045.2389
6.340013,     05.2329945,32.82604855,    00000016.752,      0000076.105
0000029.269,      000059.42165,     95.0528692, 00000053.152,  000022.624
05.634748,  44.57768, 0.6456517618,    86.23273078,  00000054.64
  77.9857072,   0037.0234357,  00007.0836, 8.46338547, 0014.44057
  070.12314498, 000078.54505,     090.1266142,     0003.3913,   00081.943
      085.6162,00044.307,    00053.226867,     00014.37505,     0023.8005
000064.41,     56.8400315,    00086.366,    00006.52478,      96.6202768
      0000.6469123,  29.99467843, 0027.211259,    59.40832029,00041.0017
     2.227535968,      058.8274,   62.46046,66.1399626,00033.939
   084.41889879,  0091.6575,    80.42737694,  028.9600022,0071.98678
020.495795,  065.67106,00080.581168,    22.9762581,00097.910643
  00046.132852,042.53984092,      83.55183268,     099.8075777,0083.21534
   055.30129841,010.4735, 0000008.1766, 057.021493,     29.72922849
    062.5337809,   0073.380414,     0070.704, 36.78220247,    0000018.04
    071.8054589,  80.52792993,      96.79875015,018.2717,  021.44756
    27.0511152,72.69831551,    0076.069, 42.0920774,     50.48896
    79.019772, 060.78272238,     78.76005489, 000022.427,      0000053.2916
  00041.98077,      00041.1891,   000033.7932,     72.3732113,    000018.343
    85.8091274,      1.53075804,     0023.276462,  057.273689,0000094.5221
      000072.12877,      25.163334,     36.41584589,67.003704,      68.925126
 0072.995103,     054.437943,      006.8194,   038.8044472,0000015.9548
